Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sweet ass, man","Y: The Sinkhole > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123359314/sweet-ass-man,3.0,-1,Boulder,V3,1,12,37.61516,-89.40749
Gatekeeper,"V: Open Gates Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113667780/gatekeeper,2.7,-1,Boulder,V7,1,12,37.61992,-89.41143
"Big Mitch","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112802474/big-mitch,2.7,-1,Boulder,V5,1,16,37.61327,-89.41019
"Son of the Morning","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/119980883/son-of-the-morning,3.0,-1,Boulder,V8,1,12,37.61837,-89.41271
"Dirty Water Dog","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408849/dirty-water-dog,2.7,-1,Boulder,V3-4,1,,37.61524,-89.41119
"Evil Empire","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112449409/evil-empire,3.0,-1,Boulder,V8,1,30,37.61591,-89.41039
"Davenport of a Man","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120229377/davenport-of-a-man,3.0,-1,Boulder,V6+,1,20,37.61583,-89.41048
"The Realm","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112392544/the-realm,3.0,-1,Boulder,"V7 PG13",1,17,37.61699,-89.41109
"50 Cent","T: Brown Recluse Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120152748/50-cent,3.0,-1,Boulder,"V5-6 R",1,20,37.61793,-89.41492
"Worm's End","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312188/worms-end,3.0,-1,Boulder,V11,1,20,37.61591,-89.41039
"Odd Job","J: Tyler Durden Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112392195/odd-job,3.0,-1,Boulder,V8,1,14,37.61607,-89.41122
"Vans Required","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/122529734/vans-required,3.0,-1,Boulder,"V2 R",1,20,37.61837,-89.41271
"Vulture Fest","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112392211/vulture-fest,3.0,-1,Boulder,V6,1,16,37.61583,-89.41048
"Follow Tyler","S1: Cliffline Problems The Arete > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/122529832/follow-tyler,3.0,-1,Boulder,"5.8 V3 R",1,30,37.6161,-89.41057
"Up In Smoke","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120579756/up-in-smoke,3.0,-1,Boulder,"V5 PG13",1,18,37.61591,-89.41039
"Relationship Problems","D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123249507/relationship-problems,3.0,-1,Boulder,V3,1,15,37.61452,-89.40935
"Boba Fett","N: Star Wars Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113743084/boba-fett,2.4,-1,Boulder,V2,1,,37.61689,-89.41299
"The Fisherman, right variation","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/111289375/the-fisherman-right-variation,2.4,-1,Boulder,V2,1,,37.61524,-89.41119
B-Cup,"S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112464109/b-cup,2.5,-1,Boulder,V4,1,8,37.61861,-89.41092
"Far Nearer","E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108577938/far-nearer,2.6,-1,Boulder,V6,1,7,37.61556,-89.41024
"Free Hugs","U: Vultures Nest Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/109363137/free-hugs,2.3,-1,Boulder,V2-3,1,,37.61953,-89.41095
"Secret of Davenport","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312199/secret-of-davenport,2.3,-1,Boulder,V6,1,8,37.61583,-89.41048
V4,"J: Tyler Durden Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/118164913/v4,2.8,-1,Boulder,V4,1,,37.61607,-89.41122
"Sad Tilly","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/119877808/sad-tilly,2.8,-1,Boulder,V1+,1,20,37.61837,-89.41271
"2 Fast 2 Furious","D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112244292/2-fast-2-furious,2.8,-1,Boulder,V5,1,,37.61452,-89.40935
Bubbles,"S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112449438/bubbles,2.8,-1,Boulder,V4,1,15,37.61861,-89.41092
"V2 Slab","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/111499247/v2-slab,2.6,-1,Boulder,V2,1,15,37.61583,-89.41048
Presto,"R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112536169/presto,2.6,-1,Boulder,V3,1,14,37.61824,-89.41325
"Comfortably Numb Arete","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312237/comfortably-numb-arete,2.5,-1,Boulder,V5,1,15,37.61583,-89.41048
"911 Arete","E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108587338/911-arete,2.2,-1,Boulder,V2,1,8,37.61556,-89.41024
"One Scotch","H: The Bar Stool > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/111305477/one-scotch,1.6,-1,Boulder,V0-,1,8,37.61591,-89.41086
"Worm's Way","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312166/worms-way,2.7,-1,Boulder,V9-10,1,15,37.61591,-89.41039
"No Disintegrations","N: Star Wars Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113757316/no-disintegrations,2.1,-1,Boulder,V0,1,,37.61689,-89.41299
"Avant Gardener","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112802413/avant-gardener,2.5,-1,Boulder,V1,1,18,37.61824,-89.41325
"Peace Pipe","U: Vultures Nest Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108606884/peace-pipe,2.7,-1,Boulder,V3+,1,8,37.61953,-89.41095
Cerberus,"D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112469755/cerberus,2.5,-1,Boulder,V2,1,10,37.61452,-89.40935
Dionysus,"D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120055380/dionysus,2.4,-1,Boulder,V1,1,15,37.61452,-89.40935
"Half wheel","H: The Bar Stool > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/111418218/half-wheel,2.0,-1,Boulder,V4,1,9,37.61591,-89.41086
"Bangin Blood","S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112787301/bangin-blood,2.6,-1,Boulder,V6,1,10,37.61861,-89.41092
"Push Up","S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112464115/push-up,2.4,-1,Boulder,V6,1,8,37.61861,-89.41092
"El Pinto","L: Mollusk Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/119508726/el-pinto,2.4,-1,Boulder,V3,1,10,37.61563,-89.41242
"Shoot at the Hip","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112460379/shoot-at-the-hip,2.3,-1,Boulder,V3-4,1,12,37.61824,-89.41325
V1,"K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408833/v1,1.8,-1,Boulder,V1,1,,37.61524,-89.41119
"Happy Accident","Two Friends > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123217215/happy-accident,2.6,-1,Boulder,V1,1,15,37.61575,-89.4117
"Bowie Knife","A: Alamo Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121243170/bowie-knife,2.5,-1,Boulder,V5,1,,37.61231,-89.40925
"The Order of Mirth","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112800723/the-order-of-mirth,2.5,-1,Boulder,V1-2,1,18,37.61699,-89.41109
"Don't Feed the Plants!","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108409018/dont-feed-the-plants,1.9,-1,Boulder,V1,1,,37.61524,-89.41119
"Crimpy V1","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408813/crimpy-v1,1.8,-1,Boulder,V1,1,10,37.61524,-89.41119
"V0 Crack","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408821/v0-crack,1.8,-1,Boulder,V0-,1,,37.61524,-89.41119
"Plead the Fifth","H: The Bar Stool > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/116090364/plead-the-fifth,2.1,-1,Boulder,V3,1,,37.61591,-89.41086
"Embryo Shell","U: Vultures Nest Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/118046101/embryo-shell,2.3,-1,Boulder,V5,1,10,37.61953,-89.41095
"Shadow of Davenport","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112802494/shadow-of-davenport,2.3,-1,Boulder,V7,1,15,37.61583,-89.41048
"Battle For Endor","N: Star Wars Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113757342/battle-for-endor,1.7,-1,Boulder,V1,1,,37.61689,-89.41299
"Unicorn Runnel","D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120055405/unicorn-runnel,2.3,-1,Boulder,V0,1,15,37.61452,-89.40935
"King Solomon","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/111872558/king-solomon,2.2,-1,Boulder,V7,1,12,37.61327,-89.41019
"Unnamed V1","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/115420535/unnamed-v1,2.2,-1,Boulder,V1,1,,37.61327,-89.41019
Hourglass,"M: Bubble Wrap Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112452274/hourglass,2.0,-1,Boulder,V2,1,9,37.61798,-89.41305
V7,"I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108411136/v7,2.0,-1,Boulder,V7-,1,7,37.61837,-89.41271
Ovaltine,"K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408946/ovaltine,1.7,-1,Boulder,V7,1,,37.61524,-89.41119
V2,"J: Tyler Durden Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/118148439/v2,2.0,-1,Boulder,V2,1,,37.61607,-89.41122
"See No Evil","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/114054573/see-no-evil,2.0,-1,Boulder,V9,1,14,37.61327,-89.41019
"Vintage Vice","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408862/vintage-vice,2.0,-1,Boulder,V1,1,,37.61524,-89.41119
"Reflection of a Man","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/116585698/reflection-of-a-man,2.0,-1,Boulder,V3,1,12,37.61583,-89.41048
"That's No Moon","N: Star Wars Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113759206/thats-no-moon,2.0,-1,Boulder,V1,1,,37.61689,-89.41299
Pickles,"K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408934/pickles,1.9,-1,Boulder,V4-,1,,37.61524,-89.41119
"Puddin Pops","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112787508/puddin-pops,1.8,-1,Boulder,V1,1,9,37.61824,-89.41325
"All that Glitters","S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112804702/all-that-glitters,2.0,-1,Boulder,V8,1,13,37.61861,-89.41092
"Bangin Blood Direct","S: Cliffline Problems > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112787322/bangin-blood-direct,2.0,-1,Boulder,V7,1,10,37.61861,-89.41092
"Open Gates Extension","V: Open Gates Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120478239/open-gates-extension,2.0,-1,Boulder,V7-8,1,15,37.61992,-89.41143
"Fence Lizard","E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/116090397/fence-lizard,2.0,-1,Boulder,V0,1,,37.61556,-89.41024
"Beech Drops","O: Bio-Terrorism Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121243230/beech-drops,2.4,-1,Boulder,V3,1,,37.61886,-89.41456
"Background Check Required","D: Atlas Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120055426/background-check-required,2.0,-1,Boulder,V0,1,15,37.61452,-89.40935
V0,"U: Vultures Nest Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121996427/v0,2.0,-1,Boulder,V0,1,12,37.61953,-89.41095
"Getting Loose","Two Friends > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123217432/getting-loose,2.0,-1,Boulder,V0-,1,15,37.61575,-89.4117
"Lil' Shawty","Two Friends > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123217395/lil-shawty,2.4,-1,Boulder,V2+,1,10,37.61575,-89.4117
"The Last Stand","A: Alamo Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112791552/the-last-stand,2.0,-1,Boulder,V6,1,10,37.61231,-89.40925
Ra,"I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120272114/ra,2.0,-1,Boulder,V13-,1,15,37.61837,-89.41271
"Reptilian Shapeshifter","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/119966477/reptilian-shapeshifter,2.0,-1,Boulder,V11-,1,20,37.61699,-89.41109
"Shadow of a Shadow of a Man","F: Shadow of a Man Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120551681/shadow-of-a-shadow-of-a-man,2.0,-1,Boulder,V7+,1,15,37.61583,-89.41048
"Fading Manhood","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120276106/fading-manhood,2.0,-1,Boulder,V10,1,25,37.61837,-89.41271
Snickerdoodle,"Y: The Sinkhole > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120515383/snickerdoodle,2.0,-1,Boulder,V2-3,1,12,37.61516,-89.40749
"The Full Sausage","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120276583/the-full-sausage,2.0,-1,Boulder,V9,1,30,37.61837,-89.41271
"Biscuit Boy","Y: The Sinkhole > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/120515432/biscuit-boy,2.0,-1,Boulder,V1+,1,5,37.61516,-89.40749
Toothless,"Y: The Sinkhole > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121307314/toothless,2.0,-1,Boulder,V6,1,,37.61516,-89.40749
"Bigger D","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/116171072/bigger-d,2.0,-1,Boulder,V8,1,25,37.61327,-89.41019
"The Crooked Master","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108408253/the-crooked-master,2.0,-1,Boulder,V12,1,15,37.61591,-89.41039
Vomitorium,"V: Open Gates Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/118650727/vomitorium,2.0,-1,Boulder,V5,1,6,37.61992,-89.41143
"Big D","C: Red Sea Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/116149349/big-d,2.0,-1,Boulder,V7+,1,25,37.61327,-89.41019
Takis,"A: Alamo Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121243213/takis,2.0,-1,Boulder,V6,1,,37.61231,-89.40925
"Running with Scissors","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312291/running-with-scissors,2.0,-1,Boulder,"V7- PG13",1,15,37.61699,-89.41109
"Surf and Turf","W: Bowfin Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/121243114/surf-and-turf,2.0,-1,Boulder,V5-6,1,,37.61896,-89.41333
"Follow Max","S1: Cliffline Problems The Arete > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/122529877/follow-max,2.0,-1,Boulder,"5.8 V3 R",1,35,37.6161,-89.41057
"Bourbon Shooter","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112460467/bourbon-shooter,2.0,-1,Boulder,V6,1,10,37.61824,-89.41325
Chernobyl,"P: Chernobyl Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112498422/chernobyl,2.0,-1,Boulder,V5,1,12,37.62015,-89.41749
Marla,"J: Tyler Durden Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108411087/marla,2.0,-1,Boulder,V7,1,15,37.61607,-89.41122
V6,"R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112787289/v6,2.0,-1,Boulder,V6,1,16,37.61824,-89.41325
"Fightin' Words","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112460471/fightin-words,2.0,-1,Boulder,V6,1,10,37.61824,-89.41325
"On the Fence","E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108577930/on-the-fence,1.8,-1,Boulder,V3,1,7,37.61556,-89.41024
"The Other Axis","G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108587322/the-other-axis,2.0,-1,Boulder,V5,1,15,37.61591,-89.41039
"Unknown route","E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123359455/unknown-route,2.0,-1,Boulder,V1,1,10,37.61556,-89.41024
"Packing Peanuts","M: Bubble Wrap Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123475820/packing-peanuts,2.5,-1,Boulder,V2,1,14,37.61798,-89.41305
Unknown,"E: 911 Aretes > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123359411/unknown,2.5,-1,Boulder,V3,1,10,37.61556,-89.41024
"The Elitist","I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108412965/the-elitist,1.8,-1,Boulder,V5,1,,37.61837,-89.41271
"""Aidan's a  P-Box""","K: Brown Cow Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108412880/aidans-a-p-box,1.6,-1,Boulder,V5+,1,,37.61524,-89.41119
"Emperors New Groove","N: Star Wars Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113759214/emperors-new-groove,1.2,-1,Boulder,V0,1,,37.61689,-89.41299
"Rose Gold","R: Jump for Jesus Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112811783/rose-gold,1.0,-1,Boulder,V4,1,9,37.61824,-89.41325
Aquaculture,"I: Public Enemy Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112811960/aquaculture,1.0,-1,Boulder,V6,1,10,37.61837,-89.41271
"The First Rule","J: Tyler Durden Area > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/113769338/the-first-rule,1.0,-1,Boulder,V0-1,1,18,37.61607,-89.41122
Kangarete,"G: Worms Way > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108587330/kangarete,1.0,-1,Boulder,V3,1,15,37.61591,-89.41039
Treehugger,"Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/108312304/treehugger,0.5,-1,Boulder,V11,1,,37.61699,-89.41109
"Kung Fury","V: Open Gates Boulder > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/112449444/kung-fury,0.5,-1,Boulder,V8,1,8,37.61992,-89.41143
"Don't Blink","Two Friends > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123790778/dont-blink,2.0,-1,Boulder,V1,1,8,37.61575,-89.4117
"No Mistakes","Two Friends > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123790904/no-mistakes,3.0,-1,Boulder,V1,1,15,37.61575,-89.4117
"Dental Work","Y: The Sinkhole > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123683774/dental-work,2.0,-1,Boulder,V2-3,1,15,37.61516,-89.40749
Genesis,"Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123652510/genesis,2.5,-1,Boulder,V7-,1,,37.61699,-89.41109
"Forbidden Fruit","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123578559/forbidden-fruit,3.5,-1,Boulder,V7,1,10,37.61699,-89.41109
"Mega Mike","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123652530/mega-mike,2.5,-1,Boulder,V9,1,,37.61699,-89.41109
"The Serpent","Q: Illuminati Boulders > *The Holy Boulders > Illinois",https://www.mountainproject.com/route/123766390/the-serpent,2.0,-1,Boulder,V10,1,,37.61699,-89.41109
